file,detector,exposure,n_faces,max_conf,detected
9228.jpg,mediapipe,1.0,1,0.7859,1
9229.jpg,mediapipe,1.0,1,0.952,1
923.jpg,mediapipe,1.0,1,0.8779,1
9230.jpg,mediapipe,1.0,1,0.8338,1
9231.jpg,mediapipe,1.0,1,0.9266,1
9232.jpg,mediapipe,1.0,1,0.8622,1
9233.jpg,mediapipe,1.0,1,0.8386,1
9234.jpg,mediapipe,1.0,1,0.9185,1
9235.jpg,mediapipe,1.0,1,0.9476,1
9236.jpg,mediapipe,1.0,1,0.8115,1
9237.jpg,mediapipe,1.0,1,0.9008,1
9238.jpg,mediapipe,1.0,2,0.9663,1
9239.jpg,mediapipe,1.0,1,0.9336,1
924.jpg,mediapipe,1.0,1,0.8965,1
9240.jpg,mediapipe,1.0,1,0.8898,1
9241.jpg,mediapipe,1.0,2,0.9406,1
9242.jpg,mediapipe,1.0,2,0.9291,1
9243.jpg,mediapipe,1.0,1,0.9128,1
9244.jpg,mediapipe,1.0,1,0.9631,1
9245.jpg,mediapipe,1.0,1,0.8569,1
9246.jpg,mediapipe,1.0,1,0.8426,1
9247.jpg,mediapipe,1.0,1,0.8803,1
9248.jpg,mediapipe,1.0,1,0.9157,1
9249.jpg,mediapipe,1.0,2,0.8937,1
925.jpg,mediapipe,1.0,3,0.9489,1
9250.jpg,mediapipe,1.0,1,0.9366,1
9251.jpg,mediapipe,1.0,1,0.8858,1
9252.jpg,mediapipe,1.0,1,0.8057,1
9253.jpg,mediapipe,1.0,1,0.858,1
9254.jpg,mediapipe,1.0,1,0.9509,1
9255.jpg,mediapipe,1.0,2,0.9619,1
9256.jpg,mediapipe,1.0,1,0.9575,1
9257.jpg,mediapipe,1.0,1,0.8184,1
9258.jpg,mediapipe,1.0,1,0.9607,1
9259.jpg,mediapipe,1.0,1,0.9415,1
926.jpg,mediapipe,1.0,1,0.8943,1
9260.jpg,mediapipe,1.0,1,0.8568,1
9261.jpg,mediapipe,1.0,1,0.8067,1
9262.jpg,mediapipe,1.0,1,0.9718,1
9263.jpg,mediapipe,1.0,1,0.9251,1
9264.jpg,mediapipe,1.0,1,0.9463,1
9265.jpg,mediapipe,1.0,2,0.8516,1
9266.jpg,mediapipe,1.0,1,0.8219,1
9267.jpg,mediapipe,1.0,1,0.8624,1
9268.jpg,mediapipe,1.0,1,0.7408,1
9269.jpg,mediapipe,1.0,2,0.9603,1
927.jpg,mediapipe,1.0,1,0.8305,1
9270.jpg,mediapipe,1.0,2,0.9023,1
9271.jpg,mediapipe,1.0,1,0.9357,1
9272.jpg,mediapipe,1.0,1,0.9355,1
9273.jpg,mediapipe,1.0,1,0.8812,1
9274.jpg,mediapipe,1.0,1,0.8263,1
9275.jpg,mediapipe,1.0,2,0.9089,1
9276.jpg,mediapipe,1.0,2,0.7919,1
9277.jpg,mediapipe,1.0,1,0.9392,1
9278.jpg,mediapipe,1.0,1,0.8471,1
9279.jpg,mediapipe,1.0,1,0.9368,1
928.jpg,mediapipe,1.0,1,0.9543,1
9280.jpg,mediapipe,1.0,2,0.9292,1
9281.jpg,mediapipe,1.0,1,0.9313,1
9282.jpg,mediapipe,1.0,1,0.9371,1
9283.jpg,mediapipe,1.0,1,0.8934,1
9284.jpg,mediapipe,1.0,1,0.8426,1
9285.jpg,mediapipe,1.0,1,0.9427,1
9286.jpg,mediapipe,1.0,1,0.7598,1
9287.jpg,mediapipe,1.0,1,0.9243,1
9288.jpg,mediapipe,1.0,1,0.8653,1
9289.jpg,mediapipe,1.0,1,0.9261,1
929.jpg,mediapipe,1.0,1,0.8979,1
9290.jpg,mediapipe,1.0,1,0.8833,1
9291.jpg,mediapipe,1.0,1,0.7782,1
9292.jpg,mediapipe,1.0,1,0.8297,1
9293.jpg,mediapipe,1.0,2,0.8809,1
9294.jpg,mediapipe,1.0,2,0.9281,1
9295.jpg,mediapipe,1.0,1,0.9535,1
9296.jpg,mediapipe,1.0,2,0.7597,1
9297.jpg,mediapipe,1.0,1,0.8369,1
9298.jpg,mediapipe,1.0,1,0.9088,1
9299.jpg,mediapipe,1.0,2,0.9275,1
93.jpg,mediapipe,1.0,1,0.887,1
930.jpg,mediapipe,1.0,1,0.8973,1
9300.jpg,mediapipe,1.0,1,0.9405,1
9301.jpg,mediapipe,1.0,1,0.9277,1
9302.jpg,mediapipe,1.0,1,0.8934,1
9303.jpg,mediapipe,1.0,2,0.9516,1
9304.jpg,mediapipe,1.0,1,0.8741,1
9305.jpg,mediapipe,1.0,1,0.8522,1
9306.jpg,mediapipe,1.0,1,0.8758,1
9307.jpg,mediapipe,1.0,2,0.7887,1
9308.jpg,mediapipe,1.0,1,0.8689,1
9309.jpg,mediapipe,1.0,1,0.9695,1
931.jpg,mediapipe,1.0,1,0.9163,1
9310.jpg,mediapipe,1.0,1,0.9094,1
9311.jpg,mediapipe,1.0,3,0.9183,1
9312.jpg,mediapipe,1.0,1,0.9165,1
9313.jpg,mediapipe,1.0,2,0.9244,1
9314.jpg,mediapipe,1.0,1,0.7293,1
9315.jpg,mediapipe,1.0,1,0.9217,1
9316.jpg,mediapipe,1.0,1,0.8762,1
9317.jpg,mediapipe,1.0,1,0.9345,1
9318.jpg,mediapipe,1.0,1,0.9256,1
9319.jpg,mediapipe,1.0,1,0.8301,1
932.jpg,mediapipe,1.0,1,0.7858,1
9320.jpg,mediapipe,1.0,1,0.8869,1
9321.jpg,mediapipe,1.0,1,0.951,1
9322.jpg,mediapipe,1.0,2,0.9276,1
9323.jpg,mediapipe,1.0,1,0.817,1
9324.jpg,mediapipe,1.0,2,0.8712,1
9325.jpg,mediapipe,1.0,1,0.8888,1
9326.jpg,mediapipe,1.0,1,0.9464,1
9327.jpg,mediapipe,1.0,1,0.9195,1
9328.jpg,mediapipe,1.0,3,0.9237,1
9329.jpg,mediapipe,1.0,1,0.8643,1
933.jpg,mediapipe,1.0,1,0.8998,1
9330.jpg,mediapipe,1.0,1,0.9307,1
9331.jpg,mediapipe,1.0,1,0.9455,1
9332.jpg,mediapipe,1.0,1,0.9285,1
9333.jpg,mediapipe,1.0,1,0.9527,1
9334.jpg,mediapipe,1.0,1,0.8317,1
9335.jpg,mediapipe,1.0,2,0.8313,1
9336.jpg,mediapipe,1.0,1,0.9199,1
9337.jpg,mediapipe,1.0,1,0.8414,1
9338.jpg,mediapipe,1.0,2,0.8589,1
9339.jpg,mediapipe,1.0,1,0.8285,1
934.jpg,mediapipe,1.0,1,0.9429,1
9340.jpg,mediapipe,1.0,3,0.8863,1
9341.jpg,mediapipe,1.0,2,0.9656,1
9342.jpg,mediapipe,1.0,1,0.9603,1
9343.jpg,mediapipe,1.0,2,0.9413,1
9344.jpg,mediapipe,1.0,1,0.9377,1
9345.jpg,mediapipe,1.0,1,0.9736,1
9346.jpg,mediapipe,1.0,1,0.9123,1
9347.jpg,mediapipe,1.0,1,0.9526,1
9348.jpg,mediapipe,1.0,2,0.9016,1
9349.jpg,mediapipe,1.0,1,0.9296,1
935.jpg,mediapipe,1.0,1,0.8814,1
9350.jpg,mediapipe,1.0,2,0.8364,1
9351.jpg,mediapipe,1.0,1,0.9591,1
9352.jpg,mediapipe,1.0,1,0.869,1
9353.jpg,mediapipe,1.0,3,0.9589,1
9354.jpg,mediapipe,1.0,2,0.9333,1
9355.jpg,mediapipe,1.0,1,0.8792,1
9356.jpg,mediapipe,1.0,2,0.8905,1
9357.jpg,mediapipe,1.0,1,0.9521,1
9358.jpg,mediapipe,1.0,1,0.9412,1
9359.jpg,mediapipe,1.0,1,0.9245,1
936.jpg,mediapipe,1.0,1,0.9764,1
9360.jpg,mediapipe,1.0,1,0.9439,1
9361.jpg,mediapipe,1.0,1,0.9415,1
9362.jpg,mediapipe,1.0,1,0.9312,1
9363.jpg,mediapipe,1.0,1,0.9048,1
9364.jpg,mediapipe,1.0,1,0.9004,1
9365.jpg,mediapipe,1.0,1,0.975,1
9366.jpg,mediapipe,1.0,1,0.9298,1
9367.jpg,mediapipe,1.0,1,0.8403,1
9368.jpg,mediapipe,1.0,2,0.864,1
9369.jpg,mediapipe,1.0,2,0.9169,1
937.jpg,mediapipe,1.0,2,0.83,1
9370.jpg,mediapipe,1.0,1,0.842,1
9371.jpg,mediapipe,1.0,1,0.9384,1
9372.jpg,mediapipe,1.0,1,0.8276,1
9373.jpg,mediapipe,1.0,1,0.8093,1
9374.jpg,mediapipe,1.0,1,0.9177,1
9375.jpg,mediapipe,1.0,1,0.9186,1
9376.jpg,mediapipe,1.0,2,0.9185,1
9377.jpg,mediapipe,1.0,1,0.9193,1
9378.jpg,mediapipe,1.0,1,0.7542,1
9379.jpg,mediapipe,1.0,1,0.8112,1
938.jpg,mediapipe,1.0,1,0.8911,1
9380.jpg,mediapipe,1.0,1,0.9438,1
9381.jpg,mediapipe,1.0,1,0.879,1
9382.jpg,mediapipe,1.0,1,0.8875,1
9383.jpg,mediapipe,1.0,1,0.8851,1
9384.jpg,mediapipe,1.0,1,0.9443,1
9385.jpg,mediapipe,1.0,1,0.914,1
9386.jpg,mediapipe,1.0,1,0.8327,1
9387.jpg,mediapipe,1.0,1,0.8845,1
9388.jpg,mediapipe,1.0,1,0.7343,1
9389.jpg,mediapipe,1.0,1,0.9714,1
939.jpg,mediapipe,1.0,1,0.9234,1
9390.jpg,mediapipe,1.0,1,0.868,1
9391.jpg,mediapipe,1.0,1,0.9143,1
9392.jpg,mediapipe,1.0,2,0.8864,1
9393.jpg,mediapipe,1.0,1,0.874,1
9394.jpg,mediapipe,1.0,1,0.8849,1
9395.jpg,mediapipe,1.0,1,0.9797,1
9396.jpg,mediapipe,1.0,1,0.7844,1
9397.jpg,mediapipe,1.0,1,0.9209,1
9398.jpg,mediapipe,1.0,1,0.8286,1
9399.jpg,mediapipe,1.0,4,0.9253,1
94.jpg,mediapipe,1.0,1,0.7896,1
940.jpg,mediapipe,1.0,2,0.9134,1
9400.jpg,mediapipe,1.0,1,0.8457,1
9401.jpg,mediapipe,1.0,1,0.9269,1
9402.jpg,mediapipe,1.0,1,0.9163,1
9403.jpg,mediapipe,1.0,1,0.8624,1
9404.jpg,mediapipe,1.0,1,0.9099,1
9405.jpg,mediapipe,1.0,2,0.9439,1
9406.jpg,mediapipe,1.0,2,0.9142,1
9407.jpg,mediapipe,1.0,2,0.9288,1
9408.jpg,mediapipe,1.0,1,0.857,1
9409.jpg,mediapipe,1.0,1,0.8888,1
941.jpg,mediapipe,1.0,1,0.948,1
9410.jpg,mediapipe,1.0,1,0.8923,1
9411.jpg,mediapipe,1.0,1,0.87,1
9412.jpg,mediapipe,1.0,1,0.9257,1
9413.jpg,mediapipe,1.0,1,0.8604,1
9414.jpg,mediapipe,1.0,2,0.9526,1
9415.jpg,mediapipe,1.0,1,0.8842,1
9416.jpg,mediapipe,1.0,1,0.872,1
9417.jpg,mediapipe,1.0,1,0.8851,1
9418.jpg,mediapipe,1.0,1,0.9039,1
9419.jpg,mediapipe,1.0,1,0.8163,1
942.jpg,mediapipe,1.0,1,0.9199,1
9420.jpg,mediapipe,1.0,2,0.8596,1
9421.jpg,mediapipe,1.0,2,0.9032,1
9422.jpg,mediapipe,1.0,1,0.8525,1
9423.jpg,mediapipe,1.0,1,0.8513,1
9424.jpg,mediapipe,1.0,1,0.741,1
9425.jpg,mediapipe,1.0,1,0.8978,1
9426.jpg,mediapipe,1.0,1,0.8835,1
9427.jpg,mediapipe,1.0,1,0.8926,1
9428.jpg,mediapipe,1.0,1,0.8668,1
9429.jpg,mediapipe,1.0,1,0.7882,1
943.jpg,mediapipe,1.0,1,0.8202,1
9430.jpg,mediapipe,1.0,1,0.8809,1
9431.jpg,mediapipe,1.0,1,0.8102,1
9432.jpg,mediapipe,1.0,1,0.8212,1
9433.jpg,mediapipe,1.0,2,0.7541,1
9434.jpg,mediapipe,1.0,1,0.8654,1
9435.jpg,mediapipe,1.0,1,0.9229,1
9436.jpg,mediapipe,1.0,1,0.7351,1
9437.jpg,mediapipe,1.0,2,0.8962,1
9438.jpg,mediapipe,1.0,1,0.9061,1
9439.jpg,mediapipe,1.0,1,0.9022,1
944.jpg,mediapipe,1.0,1,0.941,1
9440.jpg,mediapipe,1.0,1,0.8773,1
9441.jpg,mediapipe,1.0,1,0.9126,1
9442.jpg,mediapipe,1.0,1,0.9586,1
9443.jpg,mediapipe,1.0,2,0.9223,1
9444.jpg,mediapipe,1.0,1,0.8691,1
9445.jpg,mediapipe,1.0,1,0.9415,1
9446.jpg,mediapipe,1.0,1,0.7859,1
9447.jpg,mediapipe,1.0,1,0.9414,1
9448.jpg,mediapipe,1.0,1,0.9315,1
9449.jpg,mediapipe,1.0,2,0.9175,1
945.jpg,mediapipe,1.0,1,0.9476,1
9450.jpg,mediapipe,1.0,1,0.9224,1
9451.jpg,mediapipe,1.0,1,0.949,1
9452.jpg,mediapipe,1.0,2,0.8595,1
9453.jpg,mediapipe,1.0,1,0.9016,1
9454.jpg,mediapipe,1.0,1,0.9673,1
9455.jpg,mediapipe,1.0,1,0.8976,1
9456.jpg,mediapipe,1.0,1,0.9076,1
9457.jpg,mediapipe,1.0,2,0.8731,1
9458.jpg,mediapipe,1.0,1,0.9721,1
9459.jpg,mediapipe,1.0,1,0.8515,1
946.jpg,mediapipe,1.0,1,0.9108,1
9460.jpg,mediapipe,1.0,1,0.8474,1
9461.jpg,mediapipe,1.0,1,0.8536,1
9462.jpg,mediapipe,1.0,2,0.9569,1
9463.jpg,mediapipe,1.0,1,0.9525,1
9464.jpg,mediapipe,1.0,1,0.7977,1
9465.jpg,mediapipe,1.0,1,0.9108,1
9466.jpg,mediapipe,1.0,1,0.9727,1
9467.jpg,mediapipe,1.0,1,0.8849,1
9468.jpg,mediapipe,1.0,2,0.8501,1
9469.jpg,mediapipe,1.0,1,0.8749,1
947.jpg,mediapipe,1.0,1,0.9153,1
9470.jpg,mediapipe,1.0,1,0.8628,1
9471.jpg,mediapipe,1.0,1,0.9684,1
9472.jpg,mediapipe,1.0,1,0.8507,1
9473.jpg,mediapipe,1.0,1,0.8595,1
9474.jpg,mediapipe,1.0,1,0.8064,1
9475.jpg,mediapipe,1.0,1,0.9002,1
9476.jpg,mediapipe,1.0,1,0.955,1
9477.jpg,mediapipe,1.0,1,0.8896,1
9478.jpg,mediapipe,1.0,1,0.8777,1
9479.jpg,mediapipe,1.0,1,0.8251,1
948.jpg,mediapipe,1.0,1,0.8245,1
9480.jpg,mediapipe,1.0,1,0.9308,1
9481.jpg,mediapipe,1.0,1,0.8635,1
9482.jpg,mediapipe,1.0,1,0.9462,1
9483.jpg,mediapipe,1.0,1,0.8509,1
9484.jpg,mediapipe,1.0,2,0.9553,1
9485.jpg,mediapipe,1.0,1,0.9525,1
9486.jpg,mediapipe,1.0,1,0.9213,1
9487.jpg,mediapipe,1.0,1,0.9366,1
9488.jpg,mediapipe,1.0,1,0.9221,1
9489.jpg,mediapipe,1.0,1,0.8175,1
949.jpg,mediapipe,1.0,1,0.8988,1
9490.jpg,mediapipe,1.0,2,0.9351,1
9491.jpg,mediapipe,1.0,1,0.7086,1
9492.jpg,mediapipe,1.0,1,0.9205,1
9493.jpg,mediapipe,1.0,1,0.7592,1
9494.jpg,mediapipe,1.0,1,0.86,1
9495.jpg,mediapipe,1.0,2,0.9348,1
9496.jpg,mediapipe,1.0,1,0.8398,1
9497.jpg,mediapipe,1.0,1,0.8306,1
9498.jpg,mediapipe,1.0,1,0.8908,1
9499.jpg,mediapipe,1.0,1,0.9504,1
95.jpg,mediapipe,1.0,2,0.8654,1
950.jpg,mediapipe,1.0,1,0.8354,1
9500.jpg,mediapipe,1.0,2,0.908,1
9501.jpg,mediapipe,1.0,1,0.9321,1
9502.jpg,mediapipe,1.0,1,0.8879,1
9503.jpg,mediapipe,1.0,1,0.7792,1
9504.jpg,mediapipe,1.0,1,0.9113,1
9505.jpg,mediapipe,1.0,1,0.8876,1
9506.jpg,mediapipe,1.0,2,0.7501,1
9507.jpg,mediapipe,1.0,1,0.8444,1
9508.jpg,mediapipe,1.0,1,0.9448,1
9509.jpg,mediapipe,1.0,1,0.8995,1
951.jpg,mediapipe,1.0,1,0.9438,1
9510.jpg,mediapipe,1.0,1,0.903,1
9511.jpg,mediapipe,1.0,2,0.9652,1
9512.jpg,mediapipe,1.0,1,0.9446,1
9513.jpg,mediapipe,1.0,1,0.8516,1
9514.jpg,mediapipe,1.0,1,0.9711,1
9515.jpg,mediapipe,1.0,2,0.9054,1
9516.jpg,mediapipe,1.0,1,0.8889,1
9517.jpg,mediapipe,1.0,2,0.7989,1
9518.jpg,mediapipe,1.0,1,0.9564,1
9519.jpg,mediapipe,1.0,1,0.962,1
952.jpg,mediapipe,1.0,2,0.883,1
9520.jpg,mediapipe,1.0,2,0.7807,1
9521.jpg,mediapipe,1.0,1,0.9145,1
9522.jpg,mediapipe,1.0,2,0.9285,1
9523.jpg,mediapipe,1.0,1,0.8212,1
9524.jpg,mediapipe,1.0,1,0.818,1
9525.jpg,mediapipe,1.0,1,0.93,1
9526.jpg,mediapipe,1.0,2,0.9085,1
9527.jpg,mediapipe,1.0,2,0.9225,1
9528.jpg,mediapipe,1.0,2,0.9116,1
9529.jpg,mediapipe,1.0,1,0.857,1
953.jpg,mediapipe,1.0,2,0.8592,1
9530.jpg,mediapipe,1.0,1,0.9427,1
9531.jpg,mediapipe,1.0,1,0.8477,1
9532.jpg,mediapipe,1.0,1,0.979,1
9533.jpg,mediapipe,1.0,1,0.9036,1
9534.jpg,mediapipe,1.0,2,0.9276,1
9535.jpg,mediapipe,1.0,1,0.8592,1
9536.jpg,mediapipe,1.0,2,0.7909,1
9537.jpg,mediapipe,1.0,2,0.9247,1
9538.jpg,mediapipe,1.0,1,0.8467,1
9539.jpg,mediapipe,1.0,1,0.9644,1
954.jpg,mediapipe,1.0,1,0.9105,1
9540.jpg,mediapipe,1.0,1,0.977,1
9541.jpg,mediapipe,1.0,2,0.8854,1
9542.jpg,mediapipe,1.0,1,0.9465,1
9543.jpg,mediapipe,1.0,2,0.8587,1
9544.jpg,mediapipe,1.0,1,0.9527,1
9545.jpg,mediapipe,1.0,1,0.9183,1
9546.jpg,mediapipe,1.0,1,0.8913,1
9547.jpg,mediapipe,1.0,1,0.9616,1
9548.jpg,mediapipe,1.0,1,0.9304,1
9549.jpg,mediapipe,1.0,1,0.9256,1
955.jpg,mediapipe,1.0,1,0.8721,1
9550.jpg,mediapipe,1.0,1,0.8631,1
9551.jpg,mediapipe,1.0,1,0.9744,1
9552.jpg,mediapipe,1.0,1,0.8066,1
9553.jpg,mediapipe,1.0,1,0.7397,1
9554.jpg,mediapipe,1.0,1,0.9406,1
9555.jpg,mediapipe,1.0,1,0.9236,1
9556.jpg,mediapipe,1.0,2,0.8821,1
9557.jpg,mediapipe,1.0,1,0.9497,1
9558.jpg,mediapipe,1.0,1,0.8988,1
9559.jpg,mediapipe,1.0,1,0.9244,1
956.jpg,mediapipe,1.0,1,0.8852,1
9560.jpg,mediapipe,1.0,1,0.867,1
9561.jpg,mediapipe,1.0,1,0.895,1
9562.jpg,mediapipe,1.0,1,0.9667,1
9563.jpg,mediapipe,1.0,1,0.8993,1
9564.jpg,mediapipe,1.0,1,0.8308,1
9565.jpg,mediapipe,1.0,2,0.9392,1
9566.jpg,mediapipe,1.0,1,0.7669,1
9567.jpg,mediapipe,1.0,2,0.8798,1
9568.jpg,mediapipe,1.0,1,0.8862,1
9569.jpg,mediapipe,1.0,1,0.9208,1
957.jpg,mediapipe,1.0,1,0.8656,1
9570.jpg,mediapipe,1.0,1,0.9281,1
9571.jpg,mediapipe,1.0,2,0.866,1
9572.jpg,mediapipe,1.0,2,0.9289,1
9573.jpg,mediapipe,1.0,1,0.7632,1
9574.jpg,mediapipe,1.0,1,0.9792,1
9575.jpg,mediapipe,1.0,1,0.9139,1
9576.jpg,mediapipe,1.0,1,0.9387,1
9577.jpg,mediapipe,1.0,1,0.9073,1
9578.jpg,mediapipe,1.0,1,0.9425,1
9579.jpg,mediapipe,1.0,1,0.9245,1
958.jpg,mediapipe,1.0,2,0.8905,1
9580.jpg,mediapipe,1.0,1,0.9461,1
9581.jpg,mediapipe,1.0,1,0.9262,1
9582.jpg,mediapipe,1.0,1,0.9368,1
9583.jpg,mediapipe,1.0,3,0.9617,1
9584.jpg,mediapipe,1.0,2,0.8408,1
9585.jpg,mediapipe,1.0,1,0.884,1
9586.jpg,mediapipe,1.0,1,0.9408,1
9587.jpg,mediapipe,1.0,1,0.9365,1
9588.jpg,mediapipe,1.0,1,0.8633,1
9589.jpg,mediapipe,1.0,1,0.8906,1
959.jpg,mediapipe,1.0,1,0.914,1
9590.jpg,mediapipe,1.0,1,0.9797,1
9591.jpg,mediapipe,1.0,1,0.8494,1
9592.jpg,mediapipe,1.0,2,0.9071,1
9593.jpg,mediapipe,1.0,2,0.8104,1
9594.jpg,mediapipe,1.0,1,0.9133,1
9595.jpg,mediapipe,1.0,3,0.8478,1
9596.jpg,mediapipe,1.0,1,0.9042,1
9597.jpg,mediapipe,1.0,1,0.8538,1
9598.jpg,mediapipe,1.0,1,0.8893,1
9599.jpg,mediapipe,1.0,1,0.8131,1
96.jpg,mediapipe,1.0,2,0.9047,1
960.jpg,mediapipe,1.0,1,0.7498,1
9600.jpg,mediapipe,1.0,1,0.9212,1
9601.jpg,mediapipe,1.0,1,0.9562,1
9602.jpg,mediapipe,1.0,2,0.9128,1
9603.jpg,mediapipe,1.0,1,0.8075,1
9604.jpg,mediapipe,1.0,2,0.9514,1
9605.jpg,mediapipe,1.0,2,0.8781,1
9606.jpg,mediapipe,1.0,1,0.82,1
9607.jpg,mediapipe,1.0,1,0.7785,1
9608.jpg,mediapipe,1.0,1,0.6258,1
9609.jpg,mediapipe,1.0,1,0.8295,1
961.jpg,mediapipe,1.0,1,0.8944,1
9610.jpg,mediapipe,1.0,2,0.8799,1
9611.jpg,mediapipe,1.0,1,0.8422,1
9612.jpg,mediapipe,1.0,1,0.8736,1
9613.jpg,mediapipe,1.0,1,0.9406,1
9614.jpg,mediapipe,1.0,1,0.912,1
9615.jpg,mediapipe,1.0,1,0.9869,1
9616.jpg,mediapipe,1.0,1,0.9268,1
9617.jpg,mediapipe,1.0,1,0.9554,1
9618.jpg,mediapipe,1.0,1,0.9315,1
9619.jpg,mediapipe,1.0,2,0.9076,1
962.jpg,mediapipe,1.0,1,0.9367,1
9620.jpg,mediapipe,1.0,1,0.8431,1
9621.jpg,mediapipe,1.0,1,0.8667,1
9622.jpg,mediapipe,1.0,1,0.7536,1
9623.jpg,mediapipe,1.0,2,0.9029,1
9624.jpg,mediapipe,1.0,2,0.9333,1
9625.jpg,mediapipe,1.0,1,0.93,1
9626.jpg,mediapipe,1.0,1,0.9062,1
9627.jpg,mediapipe,1.0,1,0.7253,1
9628.jpg,mediapipe,1.0,1,0.9031,1
9629.jpg,mediapipe,1.0,1,0.9017,1
963.jpg,mediapipe,1.0,3,0.9678,1
9630.jpg,mediapipe,1.0,1,0.8527,1
9631.jpg,mediapipe,1.0,1,0.8887,1
9632.jpg,mediapipe,1.0,1,0.9251,1
9633.jpg,mediapipe,1.0,1,0.9233,1
9634.jpg,mediapipe,1.0,1,0.9202,1
9635.jpg,mediapipe,1.0,1,0.9005,1
9636.jpg,mediapipe,1.0,1,0.9065,1
9637.jpg,mediapipe,1.0,1,0.9474,1
9638.jpg,mediapipe,1.0,2,0.9048,1
9639.jpg,mediapipe,1.0,2,0.7729,1
964.jpg,mediapipe,1.0,1,0.9434,1
9640.jpg,mediapipe,1.0,2,0.9386,1
9641.jpg,mediapipe,1.0,1,0.9246,1
9642.jpg,mediapipe,1.0,1,0.9288,1
9643.jpg,mediapipe,1.0,1,0.9552,1
9644.jpg,mediapipe,1.0,1,0.8631,1
9645.jpg,mediapipe,1.0,1,0.6637,1
9646.jpg,mediapipe,1.0,1,0.8956,1
9647.jpg,mediapipe,1.0,1,0.9778,1
9648.jpg,mediapipe,1.0,1,0.9791,1
9649.jpg,mediapipe,1.0,1,0.8396,1
965.jpg,mediapipe,1.0,3,0.8351,1
9650.jpg,mediapipe,1.0,1,0.8756,1
9651.jpg,mediapipe,1.0,2,0.9248,1
9652.jpg,mediapipe,1.0,1,0.8722,1
9653.jpg,mediapipe,1.0,2,0.8841,1
9654.jpg,mediapipe,1.0,1,0.9254,1
9655.jpg,mediapipe,1.0,1,0.9545,1
9656.jpg,mediapipe,1.0,1,0.9023,1
9657.jpg,mediapipe,1.0,1,0.8844,1
9658.jpg,mediapipe,1.0,1,0.9478,1
9659.jpg,mediapipe,1.0,1,0.883,1
966.jpg,mediapipe,1.0,1,0.9423,1
9660.jpg,mediapipe,1.0,1,0.7666,1
9661.jpg,mediapipe,1.0,2,0.9421,1
9662.jpg,mediapipe,1.0,1,0.9061,1
9663.jpg,mediapipe,1.0,1,0.9276,1
9664.jpg,mediapipe,1.0,2,0.9253,1
9665.jpg,mediapipe,1.0,1,0.8962,1
9666.jpg,mediapipe,1.0,1,0.9161,1
9667.jpg,mediapipe,1.0,2,0.9398,1
9668.jpg,mediapipe,1.0,1,0.8338,1
9669.jpg,mediapipe,1.0,2,0.8834,1
967.jpg,mediapipe,1.0,2,0.8998,1
9670.jpg,mediapipe,1.0,1,0.9137,1
9671.jpg,mediapipe,1.0,2,0.918,1
9672.jpg,mediapipe,1.0,1,0.9543,1
9673.jpg,mediapipe,1.0,2,0.9065,1
9674.jpg,mediapipe,1.0,1,0.9398,1
9675.jpg,mediapipe,1.0,2,0.8609,1
9676.jpg,mediapipe,1.0,1,0.9052,1
9677.jpg,mediapipe,1.0,1,0.919,1
9678.jpg,mediapipe,1.0,1,0.9092,1
9679.jpg,mediapipe,1.0,1,0.9467,1
968.jpg,mediapipe,1.0,2,0.8875,1
9680.jpg,mediapipe,1.0,1,0.8782,1
9681.jpg,mediapipe,1.0,1,0.933,1
9682.jpg,mediapipe,1.0,1,0.9367,1
9683.jpg,mediapipe,1.0,1,0.9345,1
9684.jpg,mediapipe,1.0,1,0.9522,1
9685.jpg,mediapipe,1.0,1,0.905,1
9686.jpg,mediapipe,1.0,1,0.9425,1
9687.jpg,mediapipe,1.0,1,0.8669,1
9688.jpg,mediapipe,1.0,2,0.8707,1
9689.jpg,mediapipe,1.0,1,0.8923,1
969.jpg,mediapipe,1.0,2,0.905,1
9690.jpg,mediapipe,1.0,3,0.8414,1
9691.jpg,mediapipe,1.0,1,0.9518,1
9692.jpg,mediapipe,1.0,1,0.8898,1
9693.jpg,mediapipe,1.0,1,0.9154,1
9694.jpg,mediapipe,1.0,1,0.8562,1
9695.jpg,mediapipe,1.0,2,0.9257,1
9696.jpg,mediapipe,1.0,1,0.9261,1
9697.jpg,mediapipe,1.0,1,0.8813,1
9698.jpg,mediapipe,1.0,1,0.7942,1
9699.jpg,mediapipe,1.0,1,0.8623,1
97.jpg,mediapipe,1.0,1,0.8965,1
970.jpg,mediapipe,1.0,2,0.7779,1
9700.jpg,mediapipe,1.0,1,0.8902,1
9701.jpg,mediapipe,1.0,1,0.9064,1
9702.jpg,mediapipe,1.0,1,0.8469,1
9703.jpg,mediapipe,1.0,1,0.945,1
9704.jpg,mediapipe,1.0,1,0.8954,1
9705.jpg,mediapipe,1.0,1,0.9422,1
9706.jpg,mediapipe,1.0,1,0.8475,1
9707.jpg,mediapipe,1.0,1,0.8882,1
9708.jpg,mediapipe,1.0,1,0.9405,1
9709.jpg,mediapipe,1.0,1,0.8665,1
971.jpg,mediapipe,1.0,2,0.9499,1
9710.jpg,mediapipe,1.0,1,0.9023,1
9711.jpg,mediapipe,1.0,1,0.8571,1
9712.jpg,mediapipe,1.0,1,0.7964,1
9713.jpg,mediapipe,1.0,2,0.8657,1
9714.jpg,mediapipe,1.0,1,0.8698,1
