file,age,gender,race,service_test,ita,tone_bin,skin_filter_ok
4595.jpg,10-19,Female,Black,True,-54.2,dark,1
4596.jpg,20-29,Male,Indian,True,-67.1,dark,1
4597.jpg,3-9,Male,White,True,26.38,tan,1
4598.jpg,3-9,Female,East Asian,False,-36.41,dark,1
4599.jpg,20-29,Female,Southeast Asian,True,58.79,very_light,1
4600.jpg,40-49,Female,Southeast Asian,True,9.66,brown,1
4601.jpg,20-29,Male,White,True,22.62,tan,1
4602.jpg,30-39,Male,Black,False,-24.58,brown,1
4603.jpg,20-29,Male,White,True,-59.66,dark,1
4604.jpg,30-39,Female,Indian,True,55.61,very_light,1
4605.jpg,20-29,Female,East Asian,False,-0.3,brown,1
4606.jpg,10-19,Female,Latino_Hispanic,False,-57.7,dark,1
4607.jpg,40-49,Female,White,True,-60.8,dark,1
4608.jpg,20-29,Male,Middle Eastern,True,-9.82,brown,1
4609.jpg,30-39,Female,Indian,True,-37.41,dark,1
4610.jpg,30-39,Female,Latino_Hispanic,False,-42.96,dark,1
4611.jpg,20-29,Female,Southeast Asian,True,21.77,tan,1
4612.jpg,0-2,Female,Indian,False,-28.88,brown,1
4613.jpg,30-39,Male,Latino_Hispanic,True,32.33,intermediate,1
4614.jpg,3-9,Male,Middle Eastern,True,-90.0,dark,0
4615.jpg,20-29,Female,White,False,1.98,brown,1
4616.jpg,30-39,Male,White,True,14.53,tan,1
4617.jpg,20-29,Male,Black,True,-53.46,dark,1
4618.jpg,20-29,Male,Latino_Hispanic,False,-48.74,dark,1
4619.jpg,more than 70,Female,Indian,False,-59.46,dark,1
4620.jpg,40-49,Male,Black,False,-71.32,dark,1
4621.jpg,20-29,Male,Southeast Asian,True,-78.95,dark,1
4622.jpg,10-19,Female,Indian,True,-34.46,dark,1
4623.jpg,20-29,Female,Southeast Asian,False,6.25,brown,1
4624.jpg,30-39,Male,Indian,False,-73.63,dark,1
4625.jpg,30-39,Male,Black,False,-74.97,dark,1
4626.jpg,30-39,Male,Southeast Asian,True,-61.56,dark,1
4627.jpg,50-59,Female,Indian,False,-12.89,brown,1
4628.jpg,30-39,Male,Indian,False,-54.94,dark,1
4629.jpg,20-29,Male,White,False,3.53,brown,1
4630.jpg,20-29,Male,Black,False,-57.25,dark,1
4631.jpg,20-29,Female,White,True,72.82,very_light,1
4632.jpg,20-29,Female,Middle Eastern,True,-84.65,dark,1
4633.jpg,10-19,Female,Indian,True,-43.95,dark,1
4634.jpg,20-29,Female,Latino_Hispanic,False,-31.7,dark,1
4635.jpg,40-49,Male,White,False,70.47,very_light,1
4636.jpg,20-29,Female,Indian,False,-35.65,dark,1
4637.jpg,20-29,Female,East Asian,False,68.14,very_light,1
4638.jpg,30-39,Female,Southeast Asian,True,-53.92,dark,1
4639.jpg,30-39,Female,Middle Eastern,True,-24.81,brown,1
4640.jpg,40-49,Male,Black,False,3.43,brown,1
4641.jpg,40-49,Male,Middle Eastern,True,-19.06,brown,1
4642.jpg,50-59,Male,East Asian,False,-75.62,dark,1
4643.jpg,3-9,Female,Black,False,-56.04,dark,1
4644.jpg,50-59,Female,Indian,True,-12.69,brown,1
4645.jpg,20-29,Male,Black,False,90.0,very_light,0
4646.jpg,20-29,Male,Black,True,-51.52,dark,1
4647.jpg,20-29,Female,Southeast Asian,True,26.22,tan,1
4648.jpg,3-9,Female,Latino_Hispanic,False,43.05,light,1
4649.jpg,20-29,Female,White,False,12.17,tan,1
4650.jpg,20-29,Female,East Asian,False,35.13,intermediate,1
4651.jpg,20-29,Female,Middle Eastern,True,13.67,tan,1
4652.jpg,30-39,Female,Black,True,-58.85,dark,1
4653.jpg,40-49,Male,Middle Eastern,False,-68.17,dark,1
4654.jpg,30-39,Male,Black,True,11.09,tan,1
4655.jpg,60-69,Male,Indian,False,-35.3,dark,1
4656.jpg,50-59,Male,White,False,37.0,intermediate,1
4657.jpg,more than 70,Female,Black,False,-54.64,dark,1
4658.jpg,3-9,Male,East Asian,False,-40.1,dark,1
4659.jpg,10-19,Female,Black,False,-28.24,brown,1
4660.jpg,30-39,Male,Latino_Hispanic,True,-14.3,brown,1
4661.jpg,60-69,Female,Southeast Asian,False,-16.58,brown,1
4662.jpg,50-59,Female,East Asian,True,-90.0,dark,0
4663.jpg,20-29,Male,East Asian,True,-32.51,dark,1
4664.jpg,3-9,Female,Latino_Hispanic,False,-14.97,brown,1
4665.jpg,10-19,Female,White,False,-14.41,brown,1
4666.jpg,20-29,Female,East Asian,True,-67.8,dark,1
4667.jpg,40-49,Female,Latino_Hispanic,False,-28.68,brown,1
4668.jpg,20-29,Male,East Asian,True,12.69,tan,1
4669.jpg,20-29,Male,Southeast Asian,False,-0.34,brown,1
4670.jpg,10-19,Female,Latino_Hispanic,True,41.0,intermediate,1
4671.jpg,30-39,Male,Indian,False,-20.01,brown,1
4672.jpg,3-9,Female,Black,True,-76.58,dark,1
4673.jpg,20-29,Male,Middle Eastern,True,-54.41,dark,1
4674.jpg,20-29,Female,White,False,-9.48,brown,1
4675.jpg,20-29,Male,Black,True,-22.49,brown,1
4676.jpg,30-39,Female,Southeast Asian,True,-46.94,dark,1
4677.jpg,3-9,Male,Indian,False,62.74,very_light,1
4678.jpg,20-29,Female,East Asian,False,-47.48,dark,1
4679.jpg,30-39,Female,Middle Eastern,True,-51.09,dark,1
4680.jpg,60-69,Male,Middle Eastern,False,-56.29,dark,1
4681.jpg,40-49,Female,Southeast Asian,True,-12.53,brown,1
4682.jpg,10-19,Male,East Asian,True,-21.12,brown,1
4683.jpg,30-39,Female,White,False,-39.25,dark,1
4684.jpg,30-39,Female,White,False,19.67,tan,1
4685.jpg,20-29,Female,Black,True,-12.44,brown,1
4686.jpg,20-29,Male,Latino_Hispanic,True,42.09,light,1
4687.jpg,30-39,Male,Black,False,-69.72,dark,1
4688.jpg,10-19,Female,Black,False,-25.88,brown,1
4689.jpg,20-29,Female,White,False,38.8,intermediate,1
4690.jpg,20-29,Female,Middle Eastern,True,-19.67,brown,1
4691.jpg,40-49,Male,White,False,-60.95,dark,1
4692.jpg,30-39,Male,Latino_Hispanic,False,-79.85,dark,1
4693.jpg,20-29,Female,White,False,-29.14,brown,1
4694.jpg,50-59,Male,Latino_Hispanic,False,-8.82,brown,1
4695.jpg,3-9,Female,Black,False,-30.84,dark,1
4696.jpg,20-29,Male,East Asian,False,-7.11,brown,1
4697.jpg,40-49,Male,East Asian,True,-52.95,dark,1
4698.jpg,20-29,Male,White,False,-13.95,brown,1
4699.jpg,20-29,Male,White,True,-61.13,dark,1
4700.jpg,20-29,Female,Latino_Hispanic,False,38.47,intermediate,1
4701.jpg,20-29,Male,White,False,-55.36,dark,1
4702.jpg,10-19,Female,Latino_Hispanic,False,49.11,light,1
4703.jpg,30-39,Male,Latino_Hispanic,False,-45.46,dark,1
4704.jpg,40-49,Male,White,False,-39.0,dark,1
4705.jpg,20-29,Male,Indian,True,-60.23,dark,1
4706.jpg,10-19,Female,Southeast Asian,False,1.02,brown,1
4707.jpg,40-49,Male,Middle Eastern,False,-36.78,dark,1
4708.jpg,30-39,Female,Southeast Asian,True,-18.85,brown,1
4709.jpg,60-69,Male,East Asian,True,4.29,brown,1
4710.jpg,20-29,Female,Indian,True,-53.75,dark,1
4711.jpg,20-29,Female,East Asian,False,20.8,tan,1
4712.jpg,30-39,Female,Black,False,22.38,tan,1
4713.jpg,30-39,Female,White,False,-16.39,brown,1
4714.jpg,30-39,Male,East Asian,True,-24.74,brown,1
4715.jpg,3-9,Male,East Asian,True,-56.47,dark,1
4716.jpg,30-39,Male,Black,True,-71.87,dark,1
4717.jpg,20-29,Female,White,True,30.91,intermediate,1
4718.jpg,40-49,Male,White,True,-33.03,dark,1
4719.jpg,30-39,Female,Southeast Asian,True,-5.86,brown,1
4720.jpg,50-59,Male,Black,True,-13.31,brown,1
4721.jpg,40-49,Female,Black,True,-13.69,brown,1
4722.jpg,20-29,Female,Latino_Hispanic,True,-40.22,dark,1
4723.jpg,30-39,Male,Black,True,-71.68,dark,1
4724.jpg,10-19,Male,Indian,False,-52.99,dark,1
4725.jpg,20-29,Male,Latino_Hispanic,True,-33.0,dark,1
4726.jpg,20-29,Female,Latino_Hispanic,False,-8.48,brown,1
4727.jpg,more than 70,Male,Southeast Asian,True,-16.25,brown,1
4728.jpg,20-29,Male,Southeast Asian,True,-61.22,dark,1
4729.jpg,20-29,Male,Middle Eastern,True,54.74,light,1
4730.jpg,20-29,Female,East Asian,False,40.46,intermediate,1
4731.jpg,20-29,Male,White,True,37.72,intermediate,1
4732.jpg,30-39,Male,White,False,66.2,very_light,1
4733.jpg,20-29,Male,Indian,False,-75.95,dark,1
4734.jpg,40-49,Male,Indian,False,47.8,light,1
4735.jpg,40-49,Female,White,False,39.09,intermediate,1
4736.jpg,40-49,Male,White,False,-29.77,brown,1
4737.jpg,50-59,Male,White,False,-52.52,dark,1
4738.jpg,3-9,Female,East Asian,False,31.34,intermediate,1
4739.jpg,20-29,Female,Southeast Asian,True,-22.24,brown,1
4740.jpg,0-2,Male,East Asian,False,-0.49,brown,1
4741.jpg,3-9,Female,Indian,True,-49.37,dark,1
4742.jpg,40-49,Female,Indian,False,-24.74,brown,1
4743.jpg,30-39,Male,East Asian,False,-1.6,brown,1
4744.jpg,20-29,Male,Latino_Hispanic,True,-3.02,brown,1
4745.jpg,3-9,Male,Middle Eastern,True,-50.7,dark,1
4746.jpg,3-9,Male,Middle Eastern,False,5.95,brown,1
4747.jpg,60-69,Female,Middle Eastern,True,-34.63,dark,1
4748.jpg,3-9,Female,Southeast Asian,False,0.86,brown,1
4749.jpg,40-49,Male,White,False,2.97,brown,1
4750.jpg,20-29,Female,Indian,True,20.43,tan,1
4751.jpg,20-29,Male,Middle Eastern,True,56.44,very_light,1
4752.jpg,40-49,Male,Indian,False,-15.09,brown,1
4753.jpg,30-39,Male,Latino_Hispanic,False,90.0,very_light,0
4754.jpg,30-39,Female,East Asian,True,-17.13,brown,1
4755.jpg,0-2,Male,East Asian,False,26.11,tan,1
4756.jpg,40-49,Male,White,False,-26.11,brown,1
4757.jpg,10-19,Female,White,True,25.14,tan,1
4758.jpg,30-39,Male,White,False,-38.64,dark,1
4759.jpg,10-19,Female,East Asian,False,49.45,light,1
4760.jpg,20-29,Male,Indian,True,-50.37,dark,1
4761.jpg,30-39,Male,Middle Eastern,False,-65.83,dark,1
4762.jpg,40-49,Male,Latino_Hispanic,False,-7.82,brown,1
4763.jpg,30-39,Male,Latino_Hispanic,False,-4.31,brown,1
4764.jpg,50-59,Male,Indian,False,-18.85,brown,1
4765.jpg,50-59,Male,Middle Eastern,False,12.62,tan,1
4766.jpg,20-29,Male,White,False,-36.65,dark,1
4767.jpg,40-49,Female,Latino_Hispanic,False,-30.47,dark,1
4768.jpg,50-59,Male,Latino_Hispanic,True,-68.95,dark,1
4769.jpg,20-29,Male,Black,True,28.33,intermediate,1
4770.jpg,10-19,Female,Indian,True,42.2,light,1
4771.jpg,30-39,Female,Latino_Hispanic,True,20.52,tan,1
4772.jpg,20-29,Female,Southeast Asian,False,-12.36,brown,1
4773.jpg,60-69,Male,Middle Eastern,True,32.51,intermediate,1
4774.jpg,3-9,Male,White,False,22.41,tan,1
4775.jpg,40-49,Male,East Asian,False,-7.9,brown,1
4776.jpg,10-19,Male,Latino_Hispanic,False,-73.63,dark,1
4777.jpg,60-69,Male,White,False,2.81,brown,1
4778.jpg,20-29,Female,White,False,68.25,very_light,1
4779.jpg,30-39,Male,Latino_Hispanic,True,19.03,tan,1
4780.jpg,10-19,Female,Southeast Asian,False,-20.43,brown,1
4781.jpg,30-39,Male,White,False,25.55,tan,1
4782.jpg,30-39,Female,Latino_Hispanic,False,9.42,brown,1
4783.jpg,20-29,Male,East Asian,True,-33.59,dark,1
4784.jpg,more than 70,Female,Indian,False,9.0,brown,1
4785.jpg,20-29,Male,East Asian,True,-4.12,brown,1
4786.jpg,3-9,Female,Indian,True,-37.26,dark,1
4787.jpg,20-29,Male,Southeast Asian,True,16.91,tan,1
4788.jpg,3-9,Female,East Asian,False,30.93,intermediate,1
4789.jpg,30-39,Female,White,False,-31.34,dark,1
4790.jpg,30-39,Male,Indian,True,-73.21,dark,1
4791.jpg,20-29,Female,Latino_Hispanic,True,27.01,tan,1
4792.jpg,50-59,Female,White,False,7.97,brown,1
4793.jpg,20-29,Male,East Asian,False,-6.61,brown,1
4794.jpg,50-59,Male,Middle Eastern,False,-30.47,dark,1
4795.jpg,30-39,Male,White,False,-15.49,brown,1
4796.jpg,3-9,Male,White,True,6.64,brown,1
4797.jpg,20-29,Male,Black,True,-40.69,dark,1
4798.jpg,3-9,Female,Latino_Hispanic,False,-29.41,brown,1
4799.jpg,30-39,Female,White,False,39.09,intermediate,1
4800.jpg,20-29,Female,East Asian,False,-74.81,dark,1
4801.jpg,20-29,Female,Latino_Hispanic,True,-32.91,dark,1
4802.jpg,20-29,Male,Indian,True,-19.77,brown,1
4803.jpg,3-9,Female,White,False,32.86,intermediate,1
4804.jpg,30-39,Male,Southeast Asian,True,-13.35,brown,1
4805.jpg,10-19,Male,Black,False,-80.11,dark,1
4806.jpg,40-49,Female,White,False,-0.9,brown,1
4807.jpg,50-59,Male,Indian,True,10.55,tan,1
4808.jpg,30-39,Female,Latino_Hispanic,True,-60.46,dark,1
4809.jpg,30-39,Female,White,True,-18.94,brown,1
4810.jpg,60-69,Male,White,False,-32.66,dark,1
4811.jpg,20-29,Female,Indian,False,-33.07,dark,1
4812.jpg,20-29,Female,East Asian,False,-40.09,dark,1
4813.jpg,30-39,Male,Black,False,-81.0,dark,1
4814.jpg,10-19,Female,Latino_Hispanic,True,21.75,tan,1
4815.jpg,10-19,Female,East Asian,True,-27.79,brown,1
4816.jpg,10-19,Male,Southeast Asian,True,11.09,tan,1
4817.jpg,10-19,Male,Indian,True,-17.74,brown,1
4818.jpg,20-29,Female,Southeast Asian,True,90.0,very_light,0
4819.jpg,20-29,Female,Black,True,2.25,brown,1
4820.jpg,3-9,Female,Latino_Hispanic,False,-17.13,brown,1
4821.jpg,20-29,Female,White,True,-38.64,dark,1
4822.jpg,40-49,Female,Indian,True,15.23,tan,1
4823.jpg,30-39,Male,Middle Eastern,True,-90.0,dark,0
4824.jpg,3-9,Male,Black,False,-48.12,dark,1
4825.jpg,40-49,Male,Middle Eastern,False,77.5,very_light,1
4826.jpg,30-39,Female,Black,True,1.25,brown,1
4827.jpg,30-39,Male,White,False,-30.93,dark,1
4828.jpg,20-29,Male,White,True,-47.59,dark,1
4829.jpg,60-69,Male,East Asian,False,50.56,light,1
4830.jpg,20-29,Male,Black,True,-24.27,brown,1
4831.jpg,30-39,Female,Indian,False,-32.55,dark,1
4832.jpg,30-39,Male,Latino_Hispanic,False,-36.78,dark,1
4833.jpg,30-39,Male,White,True,-41.42,dark,1
4834.jpg,50-59,Female,Indian,False,-37.38,dark,1
4835.jpg,3-9,Male,East Asian,True,-20.76,brown,1
4836.jpg,40-49,Male,Indian,False,-20.84,brown,1
4837.jpg,3-9,Female,Southeast Asian,False,11.09,tan,1
4838.jpg,3-9,Female,Black,False,33.07,intermediate,1
4839.jpg,3-9,Female,Middle Eastern,True,2.81,brown,1
4840.jpg,30-39,Male,Black,False,-48.84,dark,1
4841.jpg,10-19,Female,Indian,True,-11.77,brown,1
4842.jpg,30-39,Male,Black,True,-84.65,dark,1
4843.jpg,10-19,Female,White,False,43.85,light,1
4844.jpg,40-49,Male,Middle Eastern,True,5.04,brown,1
4845.jpg,3-9,Male,Latino_Hispanic,True,-32.84,dark,1
4846.jpg,3-9,Female,Middle Eastern,True,-57.32,dark,1
4847.jpg,30-39,Female,White,False,-23.13,brown,1
4848.jpg,30-39,Female,Indian,True,25.14,tan,1
4849.jpg,3-9,Female,White,False,63.61,very_light,1
4850.jpg,20-29,Female,Indian,False,-61.42,dark,1
4851.jpg,10-19,Female,Southeast Asian,True,14.53,tan,1
4852.jpg,40-49,Male,East Asian,True,6.48,brown,1
4853.jpg,30-39,Female,Middle Eastern,True,-11.09,brown,1
4854.jpg,40-49,Female,Indian,True,-16.08,brown,1
4855.jpg,3-9,Female,Southeast Asian,False,-67.48,dark,1
4856.jpg,40-49,Male,Latino_Hispanic,True,0.34,brown,1
4857.jpg,50-59,Female,Southeast Asian,True,27.34,tan,1
4858.jpg,10-19,Male,Latino_Hispanic,False,-11.89,brown,1
4859.jpg,10-19,Male,East Asian,True,-28.26,brown,1
4860.jpg,20-29,Female,Middle Eastern,True,40.9,intermediate,1
4861.jpg,30-39,Female,Indian,False,-39.55,dark,1
4862.jpg,20-29,Male,East Asian,True,-34.24,dark,1
4863.jpg,40-49,Female,Southeast Asian,True,5.77,brown,1
4864.jpg,20-29,Female,Southeast Asian,False,-13.95,brown,1
4865.jpg,20-29,Male,Indian,True,-4.04,brown,1
4866.jpg,30-39,Female,Southeast Asian,True,-22.67,brown,1
4867.jpg,20-29,Male,Black,True,-31.08,dark,1
4868.jpg,3-9,Male,Middle Eastern,True,27.28,tan,1
4869.jpg,10-19,Male,Middle Eastern,True,-44.79,dark,1
4870.jpg,3-9,Female,White,False,-46.58,dark,1
4871.jpg,20-29,Female,Middle Eastern,True,16.1,tan,1
4872.jpg,20-29,Male,East Asian,False,-32.39,dark,1
4873.jpg,20-29,Female,Black,False,-45.6,dark,1
4874.jpg,30-39,Female,White,True,70.53,very_light,1
4875.jpg,20-29,Female,Indian,False,35.22,intermediate,1
4876.jpg,20-29,Female,Indian,True,-42.27,dark,1
4877.jpg,20-29,Female,East Asian,False,-3.06,brown,1
4878.jpg,3-9,Male,Latino_Hispanic,False,44.06,light,1
4879.jpg,20-29,Male,Southeast Asian,True,-72.17,dark,1
4880.jpg,3-9,Female,White,False,29.49,intermediate,1
4881.jpg,30-39,Female,Latino_Hispanic,True,-90.0,dark,0
4882.jpg,3-9,Male,Black,False,-84.21,dark,1
4883.jpg,30-39,Female,Indian,False,-39.99,dark,1
4884.jpg,20-29,Male,Black,True,51.01,light,1
4885.jpg,30-39,Male,Middle Eastern,False,-25.04,brown,1
4886.jpg,50-59,Male,White,False,5.6,brown,1
4887.jpg,20-29,Male,Middle Eastern,True,-27.31,brown,1
4888.jpg,50-59,Male,Middle Eastern,False,-40.51,dark,1
4889.jpg,20-29,Female,White,False,-43.01,dark,1
4890.jpg,40-49,Female,White,True,-47.84,dark,1
4891.jpg,3-9,Male,White,False,-14.07,brown,1
4892.jpg,20-29,Male,Middle Eastern,False,-36.59,dark,1
4893.jpg,50-59,Female,White,False,24.27,tan,1
4894.jpg,20-29,Female,East Asian,True,50.06,light,1
4895.jpg,3-9,Male,Southeast Asian,False,-41.16,dark,1
4896.jpg,50-59,Male,White,False,15.71,tan,1
4897.jpg,20-29,Female,Southeast Asian,False,-6.62,brown,1
4898.jpg,0-2,Male,Indian,False,-15.42,brown,1
4899.jpg,20-29,Female,Latino_Hispanic,True,9.2,brown,1
4900.jpg,10-19,Female,Indian,True,-5.93,brown,1
4901.jpg,20-29,Female,East Asian,True,32.79,intermediate,1
4902.jpg,50-59,Male,Indian,False,-30.84,dark,1
4903.jpg,20-29,Female,White,True,-35.06,dark,1
4904.jpg,60-69,Male,White,True,-38.6,dark,1
4905.jpg,3-9,Female,White,False,43.32,light,1
4906.jpg,30-39,Male,Middle Eastern,False,-55.24,dark,1
4907.jpg,30-39,Male,Black,False,-60.46,dark,1
4908.jpg,40-49,Female,Latino_Hispanic,False,-45.28,dark,1
4909.jpg,30-39,Male,Latino_Hispanic,True,19.44,tan,1
4910.jpg,3-9,Male,Indian,True,-5.42,brown,1
4911.jpg,30-39,Male,Indian,True,-39.68,dark,1
4912.jpg,20-29,Female,East Asian,True,36.11,intermediate,1
4913.jpg,30-39,Female,Black,True,-16.21,brown,1
4914.jpg,10-19,Male,East Asian,False,29.05,intermediate,1
4915.jpg,50-59,Male,Middle Eastern,False,-71.51,dark,1
4916.jpg,20-29,Male,Indian,True,16.07,tan,1
4917.jpg,20-29,Female,White,False,24.58,tan,1
4918.jpg,10-19,Female,East Asian,False,-33.17,dark,1
4919.jpg,40-49,Female,Black,False,-15.96,brown,1
4920.jpg,10-19,Male,White,True,60.29,very_light,1
4921.jpg,50-59,Male,Black,False,-62.33,dark,1
4922.jpg,30-39,Male,Black,False,-25.26,brown,1
4923.jpg,20-29,Male,Southeast Asian,False,3.02,brown,1
4924.jpg,20-29,Female,White,False,77.5,very_light,1
4925.jpg,40-49,Female,Latino_Hispanic,True,10.73,tan,1
4926.jpg,10-19,Female,Indian,True,-36.12,dark,1
4927.jpg,3-9,Male,Middle Eastern,True,-10.14,brown,1
4928.jpg,20-29,Female,Latino_Hispanic,False,16.21,tan,1
4929.jpg,30-39,Male,Middle Eastern,False,41.42,light,1
4930.jpg,20-29,Female,Middle Eastern,True,-8.25,brown,1
4931.jpg,10-19,Male,Indian,False,-58.1,dark,1
4932.jpg,40-49,Male,White,False,50.24,light,1
4933.jpg,3-9,Female,Black,False,-67.43,dark,1
4934.jpg,0-2,Female,East Asian,False,-9.92,brown,1
4935.jpg,60-69,Male,Middle Eastern,True,-39.25,dark,1
4936.jpg,10-19,Female,Black,True,-25.31,brown,1
4937.jpg,3-9,Female,White,False,86.55,very_light,1
4938.jpg,20-29,Male,White,True,-82.41,dark,1
4939.jpg,30-39,Female,East Asian,True,82.84,very_light,1
4940.jpg,20-29,Female,Latino_Hispanic,True,-3.33,brown,1
4941.jpg,20-29,Female,White,False,-28.53,brown,1
4942.jpg,50-59,Male,Latino_Hispanic,False,-16.39,brown,1
4943.jpg,40-49,Male,Latino_Hispanic,False,-5.86,brown,1
4944.jpg,30-39,Male,White,False,-53.92,dark,1
4945.jpg,20-29,Female,Latino_Hispanic,False,13.08,tan,1
4946.jpg,20-29,Male,Latino_Hispanic,True,-14.54,brown,1
4947.jpg,10-19,Male,Black,False,-81.01,dark,1
4948.jpg,30-39,Female,Southeast Asian,False,-54.45,dark,1
4949.jpg,20-29,Female,White,True,48.4,light,1
4950.jpg,10-19,Female,Black,True,0.7,brown,1
4951.jpg,3-9,Female,East Asian,False,-29.16,brown,1
4952.jpg,3-9,Male,East Asian,False,81.17,very_light,1
4953.jpg,20-29,Male,Southeast Asian,True,3.74,brown,1
4954.jpg,40-49,Male,Middle Eastern,False,55.95,very_light,1
4955.jpg,30-39,Female,East Asian,False,74.69,very_light,1
4956.jpg,3-9,Male,Indian,False,1.44,brown,1
4957.jpg,30-39,Male,White,False,-76.66,dark,1
4958.jpg,30-39,Male,Latino_Hispanic,False,-1.6,brown,1
4959.jpg,60-69,Female,White,True,-12.53,brown,1
4960.jpg,20-29,Female,Middle Eastern,True,41.42,light,1
4961.jpg,30-39,Male,Black,False,-28.85,brown,1
4962.jpg,40-49,Female,Black,False,-62.18,dark,1
4963.jpg,10-19,Male,Latino_Hispanic,False,-24.78,brown,1
4964.jpg,20-29,Female,Indian,True,-46.08,dark,1
4965.jpg,30-39,Female,Indian,True,-22.73,brown,1
4966.jpg,40-49,Male,White,False,22.16,tan,1
4967.jpg,60-69,Male,White,True,41.95,light,1
4968.jpg,20-29,Female,White,False,-36.44,dark,1
4969.jpg,20-29,Female,East Asian,False,-18.94,brown,1
4970.jpg,20-29,Female,Indian,True,-27.9,brown,1
4971.jpg,40-49,Male,Latino_Hispanic,False,-61.26,dark,1
4972.jpg,60-69,Male,East Asian,True,-40.84,dark,1
4973.jpg,50-59,Male,Latino_Hispanic,False,3.98,brown,1
4974.jpg,40-49,Female,Latino_Hispanic,True,-32.79,dark,1
4975.jpg,40-49,Female,Southeast Asian,True,-23.19,brown,1
4976.jpg,30-39,Female,Black,True,-23.39,brown,1
4977.jpg,50-59,Female,White,False,-55.06,dark,1
4978.jpg,50-59,Male,White,True,-4.25,brown,1
4979.jpg,20-29,Female,East Asian,False,0.66,brown,1
4980.jpg,60-69,Male,Indian,True,-58.66,dark,1
4981.jpg,30-39,Male,Middle Eastern,False,-90.0,dark,0
4982.jpg,30-39,Male,Southeast Asian,True,-52.24,dark,1
4983.jpg,30-39,Female,Middle Eastern,True,-11.09,brown,1
4984.jpg,3-9,Male,Black,False,-45.83,dark,1
4985.jpg,20-29,Female,Southeast Asian,True,68.2,very_light,1
4986.jpg,3-9,Male,Middle Eastern,True,-74.81,dark,1
4987.jpg,40-49,Male,Indian,False,-78.18,dark,1
4988.jpg,30-39,Male,Indian,False,-9.0,brown,1
4989.jpg,20-29,Female,Latino_Hispanic,False,66.01,very_light,1
4990.jpg,40-49,Male,Black,True,-50.56,dark,1
4991.jpg,20-29,Female,White,False,-74.9,dark,1
4992.jpg,50-59,Male,Latino_Hispanic,False,55.56,very_light,1
4993.jpg,40-49,Male,White,True,-19.72,brown,1
4994.jpg,20-29,Female,Southeast Asian,True,17.03,tan,1
4995.jpg,3-9,Female,Black,True,-19.67,brown,1
4996.jpg,30-39,Male,East Asian,False,18.1,tan,1
4997.jpg,30-39,Female,Latino_Hispanic,True,14.05,tan,1
4998.jpg,10-19,Female,Indian,False,-18.1,brown,1
4999.jpg,10-19,Female,Latino_Hispanic,False,-14.86,brown,1
5000.jpg,30-39,Female,Middle Eastern,True,28.24,intermediate,1
5001.jpg,20-29,Male,Latino_Hispanic,True,-37.07,dark,1
5002.jpg,40-49,Male,Latino_Hispanic,False,-3.26,brown,1
5003.jpg,20-29,Female,Middle Eastern,True,-29.2,brown,1
5004.jpg,50-59,Female,Indian,False,-90.0,dark,0
5005.jpg,3-9,Male,Latino_Hispanic,False,50.1,light,1
5006.jpg,30-39,Male,Middle Eastern,True,-79.85,dark,1
5007.jpg,3-9,Male,Black,False,-59.6,dark,1
5008.jpg,60-69,Female,Middle Eastern,True,66.68,very_light,1
5009.jpg,20-29,Female,White,False,-36.59,dark,1
5010.jpg,40-49,Male,White,False,-14.9,brown,1
5011.jpg,50-59,Male,East Asian,True,-11.09,brown,1
5012.jpg,20-29,Female,East Asian,True,-6.99,brown,1
5013.jpg,3-9,Male,East Asian,True,4.13,brown,1
5014.jpg,40-49,Female,Indian,True,17.32,tan,1
5015.jpg,3-9,Female,Indian,False,45.94,light,1
5016.jpg,40-49,Male,Black,False,-36.47,dark,1
5017.jpg,3-9,Male,Indian,True,-26.46,brown,1
5018.jpg,3-9,Female,Black,False,-34.46,dark,1
5019.jpg,60-69,Male,Middle Eastern,False,-19.67,brown,1
5020.jpg,3-9,Male,Southeast Asian,False,2.25,brown,1
5021.jpg,0-2,Male,Southeast Asian,False,37.34,intermediate,1
5022.jpg,20-29,Female,Indian,True,-38.47,dark,1
5023.jpg,10-19,Male,Latino_Hispanic,False,-74.84,dark,1
5024.jpg,50-59,Male,Middle Eastern,False,-6.16,brown,1
5025.jpg,3-9,Male,Indian,False,-25.27,brown,1
5026.jpg,30-39,Female,Black,False,-12.51,brown,1
5027.jpg,30-39,Male,Latino_Hispanic,False,-20.99,brown,1
5028.jpg,40-49,Male,Black,False,-85.65,dark,1
5029.jpg,20-29,Female,East Asian,True,22.53,tan,1
5030.jpg,30-39,Male,East Asian,False,6.71,brown,1
5031.jpg,3-9,Male,White,False,-39.93,dark,1
5032.jpg,30-39,Female,Indian,True,-2.88,brown,1
5033.jpg,20-29,Female,Latino_Hispanic,False,11.09,tan,1
5034.jpg,60-69,Male,Latino_Hispanic,True,-27.01,brown,1
5035.jpg,20-29,Female,Latino_Hispanic,True,-5.88,brown,1
5036.jpg,20-29,Female,Latino_Hispanic,True,-0.51,brown,1
5037.jpg,30-39,Male,White,False,-47.16,dark,1
5038.jpg,10-19,Female,Black,False,-71.57,dark,1
5039.jpg,20-29,Male,Black,True,-63.64,dark,1
5040.jpg,20-29,Female,Southeast Asian,False,24.58,tan,1
5041.jpg,60-69,Male,White,False,-90.0,dark,0
