pair_idx,fold,verifier,exposure,genuine,ita_pair,detect_enroll,detect_probe,similarity
5802,9,facenet,1.0,0,13.47,1,1,-0.38548
5803,9,facenet,1.0,0,36.08,1,1,0.25769
5804,9,facenet,1.0,0,31.98,1,1,-0.07195
5805,9,facenet,1.0,0,18.83,1,1,0.0233
5806,9,facenet,1.0,0,0.09,1,1,-0.26909
5807,9,facenet,1.0,0,-0.82,1,1,0.02789
5808,9,facenet,1.0,0,-22.09,1,1,0.35705
5809,9,facenet,1.0,0,25.87,1,1,-0.00725
5810,9,facenet,1.0,0,9.86,1,1,0.09012
5811,9,facenet,1.0,0,25.01,1,1,0.12823
5812,9,facenet,1.0,0,16.35,1,1,-0.05077
5813,9,facenet,1.0,0,52.26,1,1,-0.08757
5814,9,facenet,1.0,0,27.81,1,1,-0.14304
5815,9,facenet,1.0,0,35.31,1,1,-0.0278
5816,9,facenet,1.0,0,-20.61,1,1,-0.04047
5817,9,facenet,1.0,0,24.9,1,1,-0.02702
5818,9,facenet,1.0,0,43.48,1,1,0.02825
5819,9,facenet,1.0,0,65.63,1,1,0.31395
5820,9,facenet,1.0,0,7.27,1,1,0.06103
5821,9,facenet,1.0,0,-22.05,1,1,0.11212
5822,9,facenet,1.0,0,25.61,1,1,0.03282
5823,9,facenet,1.0,0,-6.33,1,1,-0.03829
5824,9,facenet,1.0,0,8.86,1,1,-0.25251
5825,9,facenet,1.0,0,19.66,1,1,-0.04132
5826,9,facenet,1.0,0,14.68,1,1,-0.06278
5827,9,facenet,1.0,0,19.18,1,1,0.05159
5828,9,facenet,1.0,0,32.35,1,1,0.21836
5829,9,facenet,1.0,0,39.27,1,1,0.04602
5830,9,facenet,1.0,0,39.64,1,1,0.00867
5831,9,facenet,1.0,0,-5.98,1,1,-0.06623
5832,9,facenet,1.0,0,51.16,1,1,0.20983
5833,9,facenet,1.0,0,4.89,1,1,-0.03797
5834,9,facenet,1.0,0,27.51,1,1,-0.06643
5835,9,facenet,1.0,0,11.14,1,1,0.08064
5836,9,facenet,1.0,0,35.39,1,1,-0.0706
5837,9,facenet,1.0,0,2.61,1,1,-0.00633
5838,9,facenet,1.0,0,48.99,1,1,0.19587
5839,9,facenet,1.0,0,-11.8,1,1,0.02788
5840,9,facenet,1.0,0,33.55,1,1,0.18191
5841,9,facenet,1.0,0,20.27,1,1,0.05168
5842,9,facenet,1.0,0,34.5,1,1,-0.13885
5843,9,facenet,1.0,0,32.17,1,1,-0.27307
5844,9,facenet,1.0,0,38.82,1,1,-0.07902
5845,9,facenet,1.0,0,19.78,1,1,-0.1849
5846,9,facenet,1.0,0,3.17,1,1,-0.08898
5847,9,facenet,1.0,0,-4.21,1,1,0.25489
5848,9,facenet,1.0,0,1.1,1,1,-0.08275
5849,9,facenet,1.0,0,33.73,1,1,-0.06343
5850,9,facenet,1.0,0,43.37,1,1,-0.00944
5851,9,facenet,1.0,0,19.83,1,1,-0.12349
5852,9,facenet,1.0,0,63.17,1,1,0.40182
5853,9,facenet,1.0,0,11.98,1,1,-0.0935
5854,9,facenet,1.0,0,18.97,1,1,0.04381
5855,9,facenet,1.0,0,7.93,1,1,0.03229
5856,9,facenet,1.0,0,27.39,1,1,0.11699
5857,9,facenet,1.0,0,23.0,1,1,0.14382
5858,9,facenet,1.0,0,4.08,1,1,0.12768
5859,9,facenet,1.0,0,10.87,1,1,0.17307
5860,9,facenet,1.0,0,44.34,1,1,-0.04576
5861,9,facenet,1.0,0,-31.82,1,1,-0.05802
5862,9,facenet,1.0,0,5.9,1,1,0.18547
5863,9,facenet,1.0,0,17.34,1,1,0.1078
5864,9,facenet,1.0,0,11.67,1,1,-0.26932
5865,9,facenet,1.0,0,-3.94,1,1,0.317
5866,9,facenet,1.0,0,58.67,1,1,-0.13553
5867,9,facenet,1.0,0,61.62,1,1,0.1211
5868,9,facenet,1.0,0,7.98,1,1,-0.18428
5869,9,facenet,1.0,0,10.19,1,1,-0.15672
5870,9,facenet,1.0,0,1.97,1,1,0.22634
5871,9,facenet,1.0,0,31.36,1,1,-0.16425
5872,9,facenet,1.0,0,30.15,1,1,-0.07445
5873,9,facenet,1.0,0,-2.59,1,1,0.18504
5874,9,facenet,1.0,0,68.93,1,1,-0.08973
5875,9,facenet,1.0,0,-9.32,1,1,0.07405
5876,9,facenet,1.0,0,5.77,1,1,-0.05268
5877,9,facenet,1.0,0,16.5,1,1,0.09143
5878,9,facenet,1.0,0,53.7,1,1,-0.06242
5879,9,facenet,1.0,0,20.04,1,1,0.0681
5880,9,facenet,1.0,0,-6.46,1,1,-0.13287
5881,9,facenet,1.0,0,-6.21,1,1,-0.02419
5882,9,facenet,1.0,0,13.61,1,1,0.01889
5883,9,facenet,1.0,0,33.73,1,1,-0.1507
5884,9,facenet,1.0,0,49.55,1,1,-0.20279
5885,9,facenet,1.0,0,70.15,1,1,0.01474
5886,9,facenet,1.0,0,43.21,1,1,0.16659
5887,9,facenet,1.0,0,32.9,1,1,0.15548
5888,9,facenet,1.0,0,25.76,1,1,0.04375
5889,9,facenet,1.0,0,20.91,1,1,0.30056
5890,9,facenet,1.0,0,19.04,1,1,0.1895
5891,9,facenet,1.0,0,-9.72,1,1,-0.1996
5892,9,facenet,1.0,0,24.58,1,1,0.07859
5893,9,facenet,1.0,0,24.56,1,1,-0.03087
5894,9,facenet,1.0,0,29.26,1,1,0.02825
5895,9,facenet,1.0,0,14.37,1,1,-0.3157
5896,9,facenet,1.0,0,27.25,1,1,0.0676
5897,9,facenet,1.0,0,17.42,1,1,0.02195
5898,9,facenet,1.0,0,65.92,1,1,0.37607
5899,9,facenet,1.0,0,33.13,1,1,0.0225
5900,9,facenet,1.0,0,30.18,1,1,-0.26466
5901,9,facenet,1.0,0,56.21,1,1,0.16936
5902,9,facenet,1.0,0,29.66,1,1,0.06486
5903,9,facenet,1.0,0,46.68,1,1,-0.12152
5904,9,facenet,1.0,0,45.19,1,1,-0.09591
5905,9,facenet,1.0,0,38.18,1,1,0.036
5906,9,facenet,1.0,0,48.03,1,1,-0.01372
5907,9,facenet,1.0,0,12.02,1,1,0.09531
5908,9,facenet,1.0,0,20.81,1,1,-0.10266
5909,9,facenet,1.0,0,26.49,1,1,0.07329
5910,9,facenet,1.0,0,12.35,1,1,0.08505
5911,9,facenet,1.0,0,19.1,1,1,0.02842
5912,9,facenet,1.0,0,47.52,1,1,0.01596
5913,9,facenet,1.0,0,12.92,1,1,0.0465
5914,9,facenet,1.0,0,40.44,1,1,-0.05267
5915,9,facenet,1.0,0,-25.13,1,1,-0.1175
5916,9,facenet,1.0,0,21.08,1,1,-0.09262
5917,9,facenet,1.0,0,21.95,1,1,-0.26736
5918,9,facenet,1.0,0,25.42,1,1,0.03665
5919,9,facenet,1.0,0,36.69,1,1,0.1307
5920,9,facenet,1.0,0,29.34,1,1,0.10922
5921,9,facenet,1.0,0,56.28,1,1,-0.27738
5922,9,facenet,1.0,0,38.11,1,1,0.19412
5923,9,facenet,1.0,0,14.74,1,1,0.15743
5924,9,facenet,1.0,0,47.57,1,1,-0.13682
5925,9,facenet,1.0,0,31.73,1,1,0.07157
5926,9,facenet,1.0,0,29.69,1,1,-0.01986
5927,9,facenet,1.0,0,23.07,1,1,0.09468
5928,9,facenet,1.0,0,48.95,1,1,-0.20478
5929,9,facenet,1.0,0,53.95,1,1,0.13282
5930,9,facenet,1.0,0,48.4,1,1,0.09765
5931,9,facenet,1.0,0,5.49,1,1,-0.00779
5932,9,facenet,1.0,0,26.39,1,1,-0.11282
5933,9,facenet,1.0,0,18.44,1,1,-0.24804
5934,9,facenet,1.0,0,49.52,1,1,0.1447
5935,9,facenet,1.0,0,36.03,1,1,-0.07413
5936,9,facenet,1.0,0,31.79,1,1,0.01931
5937,9,facenet,1.0,0,13.09,1,1,-0.15609
5938,9,facenet,1.0,0,22.06,1,1,-0.08787
5939,9,facenet,1.0,0,26.96,1,1,0.18068
5940,9,facenet,1.0,0,-24.75,1,1,-0.04455
5941,9,facenet,1.0,0,0.9,1,1,-0.06193
5942,9,facenet,1.0,0,7.23,1,1,-0.04639
5943,9,facenet,1.0,0,39.51,1,1,0.03051
5944,9,facenet,1.0,0,56.31,1,1,0.01167
5945,9,facenet,1.0,0,35.28,1,1,0.10997
5946,9,facenet,1.0,0,25.71,1,1,0.07297
5947,9,facenet,1.0,0,40.8,1,1,-0.01806
5948,9,facenet,1.0,0,26.8,1,1,-0.0908
5949,9,facenet,1.0,0,14.59,1,1,0.35017
5950,9,facenet,1.0,0,1.04,1,1,0.13391
5951,9,facenet,1.0,0,3.71,1,1,0.11332
5952,9,facenet,1.0,0,-11.11,1,1,0.08019
5953,9,facenet,1.0,0,31.58,1,1,0.00743
5954,9,facenet,1.0,0,42.92,1,1,0.19637
5955,9,facenet,1.0,0,30.29,1,1,0.06898
5956,9,facenet,1.0,0,33.37,1,1,0.08445
5957,9,facenet,1.0,0,23.77,1,1,-0.03133
5958,9,facenet,1.0,0,37.05,1,1,0.15945
5959,9,facenet,1.0,0,16.68,1,1,0.1129
5960,9,facenet,1.0,0,10.02,1,1,0.06602
5961,9,facenet,1.0,0,39.52,1,1,0.33468
5962,9,facenet,1.0,0,47.73,1,1,-0.16696
5963,9,facenet,1.0,0,55.7,1,1,-0.17491
5964,9,facenet,1.0,0,38.66,1,1,-0.02999
5965,9,facenet,1.0,0,-0.88,1,1,-0.11954
5966,9,facenet,1.0,0,21.38,1,1,0.2306
5967,9,facenet,1.0,0,43.93,1,1,0.19753
5968,9,facenet,1.0,0,29.14,1,1,-0.01804
5969,9,facenet,1.0,0,3.68,1,1,0.01729
5970,9,facenet,1.0,0,29.14,1,1,-0.16413
5971,9,facenet,1.0,0,14.36,1,1,-0.06955
5972,9,facenet,1.0,0,-9.99,1,1,0.14049
5973,9,facenet,1.0,0,29.23,1,1,-0.24749
5974,9,facenet,1.0,0,8.36,1,1,0.07663
5975,9,facenet,1.0,0,35.1,1,1,-0.17908
5976,9,facenet,1.0,0,27.87,1,1,0.00918
5977,9,facenet,1.0,0,5.25,1,1,-0.18747
5978,9,facenet,1.0,0,33.68,1,1,0.24125
5979,9,facenet,1.0,0,30.54,1,1,0.08154
5980,9,facenet,1.0,0,0.16,1,1,0.00647
5981,9,facenet,1.0,0,30.86,1,1,0.21068
5982,9,facenet,1.0,0,11.85,1,1,0.13464
5983,9,facenet,1.0,0,4.23,1,1,0.00961
5984,9,facenet,1.0,0,45.81,1,1,-0.17275
5985,9,facenet,1.0,0,36.07,1,1,0.10893
5986,9,facenet,1.0,0,40.48,1,1,0.11935
5987,9,facenet,1.0,0,28.04,1,1,-0.00809
5988,9,facenet,1.0,0,22.18,1,1,0.14177
5989,9,facenet,1.0,0,25.05,1,1,-0.19751
5990,9,facenet,1.0,0,-2.51,1,1,0.0312
5991,9,facenet,1.0,0,29.76,1,1,0.11875
5992,9,facenet,1.0,0,16.02,1,1,0.03436
5993,9,facenet,1.0,0,29.76,1,1,0.25394
5994,9,facenet,1.0,0,8.0,1,1,-0.14976
5995,9,facenet,1.0,0,28.01,1,1,0.17956
5996,9,facenet,1.0,0,-12.06,1,1,0.06333
5997,9,facenet,1.0,0,10.08,1,1,-0.00829
5998,9,facenet,1.0,0,19.98,1,1,-0.25451
5999,9,facenet,1.0,0,33.11,1,1,0.09039
0,0,sface,0.15,1,18.11,1,1,0.69581
1,0,sface,0.15,1,40.88,1,1,0.839
2,0,sface,0.15,1,50.54,1,1,0.76804
3,0,sface,0.15,1,41.98,1,1,0.73501
4,0,sface,0.15,1,-14.31,1,1,0.72518
5,0,sface,0.15,1,-7.25,1,1,0.67508
6,0,sface,0.15,1,-6.01,1,1,0.64064
7,0,sface,0.15,1,-19.16,1,1,0.49661
8,0,sface,0.15,1,-9.86,1,1,0.52499
9,0,sface,0.15,1,26.0,1,1,0.77004
10,0,sface,0.15,1,25.14,1,1,0.79864
11,0,sface,0.15,1,32.65,1,1,0.68842
12,0,sface,0.15,1,29.92,1,1,0.80275
13,0,sface,0.15,1,26.1,1,1,0.66372
14,0,sface,0.15,1,30.8,1,1,0.56565
15,0,sface,0.15,1,5.49,1,1,0.54215
16,0,sface,0.15,1,48.12,1,1,0.83586
17,0,sface,0.15,1,43.4,1,1,0.67114
18,0,sface,0.15,1,34.25,1,1,0.66779
19,0,sface,0.15,1,31.0,1,1,0.71744
20,0,sface,0.15,1,11.24,1,1,0.54791
21,0,sface,0.15,1,23.44,1,1,0.61946
22,0,sface,0.15,1,11.91,1,1,0.70169
23,0,sface,0.15,1,42.91,1,1,0.70512
24,0,sface,0.15,1,30.57,1,1,0.56516
25,0,sface,0.15,1,39.59,1,1,0.61615
26,0,sface,0.15,1,27.39,1,1,0.66923
27,0,sface,0.15,1,35.0,1,1,0.58801
28,0,sface,0.15,1,25.89,1,1,0.69739
29,0,sface,0.15,1,6.6,1,1,0.64208
30,0,sface,0.15,1,24.41,1,1,0.49796
31,0,sface,0.15,1,27.75,1,1,0.68465
32,0,sface,0.15,1,-1.16,1,1,0.6123
33,0,sface,0.15,1,10.48,1,1,0.73056
34,0,sface,0.15,1,18.1,1,1,0.58596
35,0,sface,0.15,1,4.07,1,1,0.60291
36,0,sface,0.15,1,53.16,1,1,0.51905
37,0,sface,0.15,1,1.88,1,1,0.70747
38,0,sface,0.15,1,47.4,1,1,0.67614
39,0,sface,0.15,1,13.04,1,1,0.63265
40,0,sface,0.15,1,27.69,1,1,0.54183
41,0,sface,0.15,1,28.32,1,1,0.6266
42,0,sface,0.15,1,17.82,1,1,0.80636
43,0,sface,0.15,1,13.67,1,1,0.7305
44,0,sface,0.15,1,32.43,1,1,0.52705
45,0,sface,0.15,1,29.93,1,1,0.64372
46,0,sface,0.15,1,9.93,1,1,0.55881
47,0,sface,0.15,1,-4.29,1,1,0.4793
48,0,sface,0.15,1,37.52,1,1,0.74215
49,0,sface,0.15,1,49.34,1,1,0.67747
50,0,sface,0.15,1,22.51,1,1,0.46372
51,0,sface,0.15,1,36.57,1,1,0.64047
52,0,sface,0.15,1,34.43,1,1,0.54821
53,0,sface,0.15,1,42.8,1,1,0.45968
54,0,sface,0.15,1,19.88,1,1,0.56021
55,0,sface,0.15,1,13.8,1,1,0.61975
56,0,sface,0.15,1,32.14,1,1,0.63818
57,0,sface,0.15,1,30.72,1,1,0.89445
58,0,sface,0.15,1,27.53,1,1,0.5896
59,0,sface,0.15,1,28.7,1,1,0.5622
60,0,sface,0.15,1,22.05,1,1,0.83413
61,0,sface,0.15,1,39.35,1,1,0.61133
62,0,sface,0.15,1,6.93,1,1,0.60496
63,0,sface,0.15,1,-1.87,1,1,0.6598
64,0,sface,0.15,1,23.57,1,1,0.72179
65,0,sface,0.15,1,-9.34,1,1,0.66882
66,0,sface,0.15,1,32.52,1,1,0.5839
67,0,sface,0.15,1,34.16,1,1,0.69087
68,0,sface,0.15,1,26.05,1,1,0.53554
69,0,sface,0.15,1,20.55,1,1,0.52821
70,0,sface,0.15,1,29.8,1,1,0.5121
71,0,sface,0.15,1,19.53,1,1,0.86123
72,0,sface,0.15,1,3.22,1,1,0.5984
73,0,sface,0.15,1,2.96,1,1,0.74294
74,0,sface,0.15,1,1.35,1,1,0.56823
75,0,sface,0.15,1,-7.93,1,1,0.81885
76,0,sface,0.15,1,-11.52,1,1,0.71445
77,0,sface,0.15,1,14.72,1,1,0.71279
78,0,sface,0.15,1,35.69,1,1,0.64355
79,0,sface,0.15,1,59.5,1,1,0.47824
80,0,sface,0.15,1,38.42,1,1,0.65443
81,0,sface,0.15,1,39.7,1,1,0.7656
82,0,sface,0.15,1,13.61,1,1,0.75923
83,0,sface,0.15,1,18.04,1,1,0.78859
84,0,sface,0.15,1,8.59,1,1,0.65146
85,0,sface,0.15,1,22.01,1,1,0.05455
86,0,sface,0.15,1,37.53,1,1,0.65626
87,0,sface,0.15,1,30.46,1,1,0.64483
88,0,sface,0.15,1,36.63,1,1,0.60676
89,0,sface,0.15,1,53.15,1,1,0.51423
90,0,sface,0.15,1,22.77,1,1,0.56824
91,0,sface,0.15,1,1.84,1,1,0.71866
92,0,sface,0.15,1,1.31,1,1,0.32803
93,0,sface,0.15,1,22.9,1,1,0.59445
94,0,sface,0.15,1,32.53,1,1,0.66014
95,0,sface,0.15,1,-20.17,1,1,0.7224
96,0,sface,0.15,1,20.8,1,1,0.70748
97,0,sface,0.15,1,40.03,1,1,0.65596
98,0,sface,0.15,1,-11.69,1,1,0.35927
99,0,sface,0.15,1,14.14,1,1,0.85412
100,0,sface,0.15,1,33.81,1,1,0.70493
101,0,sface,0.15,1,49.95,1,1,0.72383
102,0,sface,0.15,1,33.45,1,1,0.81845
103,0,sface,0.15,1,44.76,1,1,0.66078
104,0,sface,0.15,1,51.13,1,1,0.7616
105,0,sface,0.15,1,47.57,1,1,0.56521
106,0,sface,0.15,1,47.81,1,1,0.60417
107,0,sface,0.15,1,31.98,1,1,0.66415
108,0,sface,0.15,1,40.14,1,1,0.71977
109,0,sface,0.15,1,31.49,1,1,0.81247
110,0,sface,0.15,1,62.42,1,1,0.55215
111,0,sface,0.15,1,25.31,1,1,0.77734
112,0,sface,0.15,1,6.57,1,1,0.22784
113,0,sface,0.15,1,52.35,1,1,0.74938
114,0,sface,0.15,1,43.36,1,1,0.26842
115,0,sface,0.15,1,40.2,1,1,0.51708
116,0,sface,0.15,1,39.41,1,1,0.64653
117,0,sface,0.15,1,25.46,1,1,0.60577
118,0,sface,0.15,1,39.86,1,1,0.70422
119,0,sface,0.15,1,52.14,1,1,0.69338
120,0,sface,0.15,1,23.66,1,1,0.55856
121,0,sface,0.15,1,31.27,1,1,0.69074
122,0,sface,0.15,1,30.92,1,1,0.51193
123,0,sface,0.15,1,9.41,1,0,
124,0,sface,0.15,1,26.8,1,1,0.63873
125,0,sface,0.15,1,24.7,1,1,0.71373
126,0,sface,0.15,1,42.46,1,1,0.49259
127,0,sface,0.15,1,48.73,1,1,0.72797
128,0,sface,0.15,1,45.99,1,1,0.76747
129,0,sface,0.15,1,11.61,1,1,0.7305
130,0,sface,0.15,1,58.85,1,1,0.72288
131,0,sface,0.15,1,29.26,1,1,0.60301
132,0,sface,0.15,1,8.63,1,1,0.58197
133,0,sface,0.15,1,38.4,1,1,0.7656
134,0,sface,0.15,1,46.16,1,1,0.70102
135,0,sface,0.15,1,55.24,1,1,0.65603
136,0,sface,0.15,1,59.45,1,1,0.5965
137,0,sface,0.15,1,49.18,1,1,0.61966
138,0,sface,0.15,1,52.99,1,1,0.73647
139,0,sface,0.15,1,24.11,1,1,0.63935
140,0,sface,0.15,1,19.25,1,1,0.79924
141,0,sface,0.15,1,25.8,1,1,0.64004
142,0,sface,0.15,1,8.38,1,1,0.72432
143,0,sface,0.15,1,5.27,1,1,0.79609
144,0,sface,0.15,1,9.78,1,1,0.58587
145,0,sface,0.15,1,17.89,1,1,0.5956
146,0,sface,0.15,1,-4.99,1,1,0.76732
147,0,sface,0.15,1,32.9,1,1,0.62146
148,0,sface,0.15,1,46.34,1,1,0.6333
149,0,sface,0.15,1,23.57,1,1,0.73757
150,0,sface,0.15,1,-29.29,1,1,0.31338
151,0,sface,0.15,1,-4.42,1,1,0.69755
152,0,sface,0.15,1,-9.97,1,1,0.44694
153,0,sface,0.15,1,37.0,1,1,0.72832
154,0,sface,0.15,1,-0.93,1,1,0.54915
155,0,sface,0.15,1,-10.96,1,1,0.77568
156,0,sface,0.15,1,-21.63,1,1,0.56284
157,0,sface,0.15,1,43.96,1,1,0.72887
158,0,sface,0.15,1,34.55,1,1,0.54051
159,0,sface,0.15,1,40.99,1,1,0.84644
160,0,sface,0.15,1,29.78,1,1,0.71293
161,0,sface,0.15,1,47.32,1,1,0.84621
162,0,sface,0.15,1,14.16,1,1,0.74186
163,0,sface,0.15,1,14.63,1,1,0.68657
164,0,sface,0.15,1,53.9,1,1,0.8559
165,0,sface,0.15,1,45.2,1,1,0.86587
166,0,sface,0.15,1,42.63,1,1,0.7949
167,0,sface,0.15,1,23.36,1,1,0.74708
168,0,sface,0.15,1,4.41,1,1,0.49744
169,0,sface,0.15,1,-33.92,1,1,0.58055
170,0,sface,0.15,1,15.16,1,1,0.57272
171,0,sface,0.15,1,27.01,1,1,0.45872
172,0,sface,0.15,1,-17.88,1,1,0.77489
173,0,sface,0.15,1,52.81,1,1,0.58676
174,0,sface,0.15,1,21.12,1,1,0.74642
175,0,sface,0.15,1,-30.81,1,1,0.71724
176,0,sface,0.15,1,-3.42,1,1,0.74931
177,0,sface,0.15,1,11.31,1,1,0.66578
178,0,sface,0.15,1,25.24,1,1,0.68354
179,0,sface,0.15,1,31.1,1,1,0.54031
180,0,sface,0.15,1,62.23,1,1,0.59845
181,0,sface,0.15,1,8.74,1,1,0.47229
182,0,sface,0.15,1,32.72,1,1,0.68896
183,0,sface,0.15,1,17.83,1,1,0.74934
184,0,sface,0.15,1,-2.66,1,1,0.36224
185,0,sface,0.15,1,17.12,1,1,0.2578
186,0,sface,0.15,1,42.6,1,1,0.78798
187,0,sface,0.15,1,35.52,1,1,0.464
188,0,sface,0.15,1,44.5,1,1,0.67808
189,0,sface,0.15,1,29.24,1,1,0.54343
190,0,sface,0.15,1,30.52,1,1,0.60199
191,0,sface,0.15,1,26.0,1,0,
192,0,sface,0.15,1,32.04,1,1,0.62904
193,0,sface,0.15,1,33.7,1,1,0.5897
194,0,sface,0.15,1,36.53,1,1,0.59774
195,0,sface,0.15,1,6.39,1,1,0.66577
196,0,sface,0.15,1,39.66,1,1,0.65742
197,0,sface,0.15,1,25.66,1,1,0.73903
198,0,sface,0.15,1,1.82,1,1,0.67281
199,0,sface,0.15,1,-28.53,1,1,0.73824
200,0,sface,0.15,1,50.54,1,1,0.6457
201,0,sface,0.15,1,32.03,1,1,0.29337
202,0,sface,0.15,1,14.98,1,1,0.53902
203,0,sface,0.15,1,30.69,1,1,0.61914
204,0,sface,0.15,1,21.7,1,1,0.57256
205,0,sface,0.15,1,36.8,1,1,0.61583
206,0,sface,0.15,1,3.15,1,1,0.5561
207,0,sface,0.15,1,5.45,1,1,0.65599
208,0,sface,0.15,1,-19.75,1,1,0.71999
209,0,sface,0.15,1,2.63,1,1,0.65996
210,0,sface,0.15,1,6.68,1,1,0.64012
211,0,sface,0.15,1,22.89,1,1,0.74853
212,0,sface,0.15,1,12.49,1,1,0.68996
213,0,sface,0.15,1,10.53,1,1,0.76233
214,0,sface,0.15,1,31.34,1,1,0.6463
215,0,sface,0.15,1,27.65,1,1,0.68684
216,0,sface,0.15,1,34.31,1,1,0.76606
217,0,sface,0.15,1,43.85,1,1,0.63938
218,0,sface,0.15,1,28.01,1,1,0.65498
219,0,sface,0.15,1,8.6,1,1,0.74703
220,0,sface,0.15,1,39.22,1,1,0.74019
221,0,sface,0.15,1,45.31,1,1,0.53192
222,0,sface,0.15,1,18.95,1,1,0.6034
223,0,sface,0.15,1,43.42,1,1,0.47383
224,0,sface,0.15,1,13.54,1,1,0.65465
225,0,sface,0.15,1,19.21,1,1,0.77933
226,0,sface,0.15,1,-6.61,1,1,0.75013
227,0,sface,0.15,1,19.35,1,1,0.78824
228,0,sface,0.15,1,40.69,1,1,0.80251
229,0,sface,0.15,1,31.69,1,1,0.74642
230,0,sface,0.15,1,28.04,1,1,0.65116
231,0,sface,0.15,1,38.04,1,1,0.66247
232,0,sface,0.15,1,18.6,1,1,0.812
233,0,sface,0.15,1,20.52,1,1,0.78088
234,0,sface,0.15,1,18.74,1,1,-0.01089
235,0,sface,0.15,1,49.11,1,1,0.69903
236,0,sface,0.15,1,37.15,1,1,0.39823
237,0,sface,0.15,1,28.57,1,1,0.15162
238,0,sface,0.15,1,2.45,1,1,0.55154
239,0,sface,0.15,1,25.35,1,1,0.74552
240,0,sface,0.15,1,20.41,1,1,0.42846
241,0,sface,0.15,1,17.42,1,1,0.75252
242,0,sface,0.15,1,16.03,1,1,0.5156
243,0,sface,0.15,1,-2.32,1,0,
244,0,sface,0.15,1,29.58,1,1,0.74692
245,0,sface,0.15,1,23.66,1,1,0.54322
246,0,sface,0.15,1,24.02,1,1,0.56973
247,0,sface,0.15,1,22.23,1,1,0.77411
248,0,sface,0.15,1,22.22,1,1,0.71472
249,0,sface,0.15,1,14.42,1,1,0.6993
250,0,sface,0.15,1,36.53,1,1,0.67173
251,0,sface,0.15,1,21.41,1,1,0.58762
252,0,sface,0.15,1,10.1,1,1,0.59586
253,0,sface,0.15,1,9.27,1,1,0.58449
254,0,sface,0.15,1,21.87,1,1,0.64137
255,0,sface,0.15,1,19.94,1,1,0.65512
256,0,sface,0.15,1,-2.53,1,1,0.46352
257,0,sface,0.15,1,5.73,1,1,0.6125
258,0,sface,0.15,1,25.22,1,1,0.58705
259,0,sface,0.15,1,32.79,1,1,0.63306
260,0,sface,0.15,1,48.8,1,1,0.63418
261,0,sface,0.15,1,43.36,1,1,0.66253
262,0,sface,0.15,1,28.05,1,1,0.53026
263,0,sface,0.15,1,47.88,1,1,0.58899
264,0,sface,0.15,1,41.02,1,1,0.66772
265,0,sface,0.15,1,44.35,1,1,0.81442
266,0,sface,0.15,1,44.14,1,1,0.76106
267,0,sface,0.15,1,31.68,1,1,0.72085
268,0,sface,0.15,1,26.61,1,1,0.57053
269,0,sface,0.15,1,8.39,1,1,0.62197
270,0,sface,0.15,1,12.74,1,1,0.65515
271,0,sface,0.15,1,17.21,1,1,0.63597
272,0,sface,0.15,1,11.25,1,1,0.65474
273,0,sface,0.15,1,31.67,1,1,0.60953
274,0,sface,0.15,1,16.45,1,1,0.66972
275,0,sface,0.15,1,23.38,1,1,0.78425
276,0,sface,0.15,1,-18.89,1,1,0.52169
277,0,sface,0.15,1,0.96,1,1,0.7046
278,0,sface,0.15,1,44.54,1,1,0.7219
279,0,sface,0.15,1,20.15,1,1,0.63403
280,0,sface,0.15,1,37.99,1,1,0.71172
281,0,sface,0.15,1,27.12,1,1,0.74869
282,0,sface,0.15,1,21.7,1,1,0.72891
283,0,sface,0.15,1,33.04,1,1,0.60832
284,0,sface,0.15,1,-1.03,0,1,
285,0,sface,0.15,1,-2.5,1,1,0.86714
286,0,sface,0.15,1,-12.22,1,1,0.78648
287,0,sface,0.15,1,0.65,1,1,0.83051
288,0,sface,0.15,1,6.47,1,1,0.71554
289,0,sface,0.15,1,24.84,1,1,0.77178
290,0,sface,0.15,1,38.77,1,1,0.61289
291,0,sface,0.15,1,53.55,1,1,0.54174
292,0,sface,0.15,1,40.44,1,1,0.73372
293,0,sface,0.15,1,29.98,1,1,0.56824
294,0,sface,0.15,1,35.66,1,1,0.86385
295,0,sface,0.15,1,28.26,1,1,-0.0079
296,0,sface,0.15,1,26.6,1,1,0.73601
297,0,sface,0.15,1,-5.27,1,1,0.38481
298,0,sface,0.15,1,15.48,1,1,0.80468
299,0,sface,0.15,1,4.99,1,1,0.7877
300,0,sface,0.15,0,44.69,1,1,0.03549
301,0,sface,0.15,0,23.05,1,1,0.05961
302,0,sface,0.15,0,26.66,1,1,0.00148
303,0,sface,0.15,0,23.39,1,1,0.04118
304,0,sface,0.15,0,-7.7,1,1,0.14804
305,0,sface,0.15,0,26.98,1,1,-0.01634
306,0,sface,0.15,0,0.0,1,1,0.18017
307,0,sface,0.15,0,20.05,1,1,0.04309
308,0,sface,0.15,0,50.93,1,1,0.03175
309,0,sface,0.15,0,15.09,1,1,0.06294
310,0,sface,0.15,0,23.19,1,1,0.15583
311,0,sface,0.15,0,41.88,1,1,0.02663
312,0,sface,0.15,0,49.32,1,1,0.17189
313,0,sface,0.15,0,9.75,1,1,-0.14705
314,0,sface,0.15,0,11.71,1,1,-0.06523
315,0,sface,0.15,0,6.58,1,0,
316,0,sface,0.15,0,5.97,1,1,0.11463
317,0,sface,0.15,0,17.74,1,1,0.12909
